STUDENT_ID,TK_KATOIKIA,COURSE,GRADE,SKILL,EFFECTIVE_A
STU_065,11741,COURSE_SEM2_EASY,8.5,0.09,0.42
STU_065,11741,COURSE_SEM4_HARD,7.0,0.09,0.17
STU_065,11741,COURSE_SEM4_EASY,10.0,0.09,0.24
STU_066,17655,COURSE_SEM1_MEDIUM,10.0,0.09,0.01
STU_066,17655,COURSE_SEM2_MEDIUM,4.0,0.09,0.07
STU_066,17655,COURSE_SEM2_HARD,3.5,0.09,-0.13
STU_066,17655,COURSE_SEM2_EASY,10.0,0.09,0.42
STU_066,17655,COURSE_SEM4_HARD,0.5,0.09,-0.37
STU_066,17655,COURSE_SEM4_EASY,8.0,0.09,0.24
STU_067,13123,COURSE_SEM1_MEDIUM,2.0,-0.07,-0.15
STU_067,13123,COURSE_SEM2_MEDIUM,1.5,-0.07,-0.09
STU_067,13123,COURSE_SEM2_HARD,2.5,-0.07,-0.29
STU_067,13123,COURSE_SEM2_EASY,3.0,-0.07,0.26
STU_067,13123,COURSE_SEM4_HARD,1.0,-0.07,-0.53
STU_067,13123,COURSE_SEM4_EASY,2.0,-0.07,0.08
STU_068,17778,COURSE_SEM1_MEDIUM,2.0,-0.01,-0.09
STU_068,17778,COURSE_SEM2_MEDIUM,3.0,-0.01,-0.03
STU_068,17778,COURSE_SEM2_HARD,2.0,-0.01,-0.23
STU_068,17778,COURSE_SEM2_EASY,10.0,-0.01,0.32
STU_068,17778,COURSE_SEM4_HARD,0.0,-0.01,-0.47
STU_068,17778,COURSE_SEM4_EASY,6.0,-0.01,0.14
STU_069,10555,COURSE_SEM1_MEDIUM,10.0,0.07,-0.01
STU_069,10555,COURSE_SEM2_MEDIUM,6.0,0.07,0.05
STU_069,10555,COURSE_SEM2_HARD,8.5,0.07,-0.15
STU_069,10555,COURSE_SEM2_EASY,10.0,0.07,0.4
STU_069,10555,COURSE_SEM4_HARD,2.0,0.07,-0.39
STU_069,10555,COURSE_SEM4_EASY,10.0,0.07,0.22
STU_070,11855,COURSE_SEM1_MEDIUM,9.0,0.09,0.01
STU_070,11855,COURSE_SEM2_MEDIUM,10.0,0.09,0.07
STU_070,11855,COURSE_SEM2_HARD,10.0,0.09,0.15
STU_070,11855,COURSE_SEM2_EASY,10.0,0.09,0.42
STU_070,11855,COURSE_SEM4_HARD,4.0,0.09,-0.37
STU_070,11855,COURSE_SEM4_EASY,3.0,0.09,0.24
STU_071,19008,COURSE_SEM1_MEDIUM,8.5,0.08,0.0
STU_071,19008,COURSE_SEM2_MEDIUM,5.0,0.08,0.06
STU_071,19008,COURSE_SEM2_HARD,7.5,0.08,0.14
STU_071,19008,COURSE_SEM2_EASY,6.0,0.08,0.41
STU_071,19008,COURSE_SEM4_HARD,1.0,0.08,-0.38
STU_071,19008,COURSE_SEM4_EASY,10.0,0.08,0.23
STU_072,13121,COURSE_SEM1_MEDIUM,10.0,-0.02,-0.1
STU_072,13121,COURSE_SEM2_MEDIUM,1.5,-0.02,-0.04
STU_072,13121,COURSE_SEM2_HARD,10.0,-0.02,0.04
STU_072,13121,COURSE_SEM2_EASY,10.0,-0.02,0.31
STU_072,13121,COURSE_SEM4_HARD,1.5,-0.02,-0.48
STU_072,13121,COURSE_SEM4_EASY,9.0,-0.02,0.13
STU_073,14568,COURSE_SEM1_MEDIUM,1.5,-0.01,-0.09
STU_073,14568,COURSE_SEM2_MEDIUM,10.0,-0.01,-0.03
STU_073,14568,COURSE_SEM2_HARD,1.5,-0.01,-0.23
STU_073,14568,COURSE_SEM2_EASY,5.0,-0.01,0.32
STU_073,14568,COURSE_SEM4_HARD,8.0,-0.01,-0.47
STU_073,14568,COURSE_SEM4_EASY,6.0,-0.01,0.14
STU_074,10431,COURSE_SEM1_MEDIUM,6.5,0.07,-0.01
STU_074,10431,COURSE_SEM2_MEDIUM,8.0,0.07,0.05
STU_074,10431,COURSE_SEM2_HARD,10.0,0.07,0.13
STU_074,10431,COURSE_SEM2_EASY,8.5,0.07,0.4
STU_074,10431,COURSE_SEM4_HARD,0.0,0.07,0.15
STU_074,10431,COURSE_SEM4_EASY,5.0,0.07,0.22
STU_075,14232,COURSE_SEM1_MEDIUM,0.5,-0.01,-0.09
STU_075,14232,COURSE_SEM2_MEDIUM,8.0,-0.01,-0.03
STU_075,14232,COURSE_SEM2_HARD,0.5,-0.01,-0.23
STU_075,14232,COURSE_SEM2_EASY,9.5,-0.01,0.32
STU_075,14232,COURSE_SEM4_HARD,2.0,-0.01,-0.47
STU_075,14232,COURSE_SEM4_EASY,2.0,-0.01,0.14
STU_076,18540,COURSE_SEM1_MEDIUM,2.5,-0.07,-0.15
STU_076,18540,COURSE_SEM2_MEDIUM,2.5,-0.07,-0.09
STU_076,18540,COURSE_SEM2_HARD,4.0,-0.07,-0.29
STU_076,18540,COURSE_SEM2_EASY,7.5,-0.07,0.26
STU_076,18540,COURSE_SEM4_HARD,0.0,-0.07,-0.53
STU_076,18540,COURSE_SEM4_EASY,5.0,-0.07,0.08
STU_077,13231,COURSE_SEM1_MEDIUM,1.0,0.01,-0.07
STU_077,13231,COURSE_SEM2_MEDIUM,7.5,0.01,-0.01
STU_077,13231,COURSE_SEM2_HARD,8.5,0.01,-0.21
STU_077,13231,COURSE_SEM2_EASY,10.0,0.01,0.34
STU_077,13231,COURSE_SEM4_HARD,4.0,0.01,-0.45
STU_077,13231,COURSE_SEM4_EASY,5.0,0.01,0.16
STU_078,19006,COURSE_SEM1_MEDIUM,1.0,-0.09,-0.17
STU_078,19006,COURSE_SEM2_MEDIUM,2.0,-0.09,-0.11
STU_078,19006,COURSE_SEM2_HARD,5.0,-0.09,-0.31
STU_078,19006,COURSE_SEM2_EASY,8.5,-0.09,0.24
STU_078,19006,COURSE_SEM4_HARD,0.0,-0.09,-0.55
STU_078,19006,COURSE_SEM4_EASY,10.0,-0.09,0.06
STU_079,18758,COURSE_SEM1_MEDIUM,0.0,-0.06,-0.14
STU_079,18758,COURSE_SEM2_MEDIUM,10.0,-0.06,-0.08
STU_079,18758,COURSE_SEM2_HARD,5.0,-0.06,-0.28
STU_079,18758,COURSE_SEM2_EASY,6.5,-0.06,0.27
STU_079,18758,COURSE_SEM4_HARD,0.0,-0.06,-0.52
STU_079,18758,COURSE_SEM4_EASY,8.5,-0.06,0.09
STU_080,14122,COURSE_SEM1_MEDIUM,3.5,-0.06,-0.14
STU_080,14122,COURSE_SEM2_MEDIUM,0.0,-0.06,-0.08
STU_080,14122,COURSE_SEM2_HARD,6.0,-0.06,-0.28
STU_080,14122,COURSE_SEM2_EASY,10.0,-0.06,0.27
STU_080,14122,COURSE_SEM4_HARD,0.5,-0.06,-0.52
STU_080,14122,COURSE_SEM4_EASY,5.0,-0.06,0.09
STU_081,12137,COURSE_SEM1_MEDIUM,5.0,-0.09,-0.17
STU_081,12137,COURSE_SEM2_MEDIUM,7.5,-0.09,-0.11
STU_081,12137,COURSE_SEM2_HARD,0.0,-0.09,-0.31
STU_081,12137,COURSE_SEM2_EASY,8.5,-0.09,0.24
STU_081,12137,COURSE_SEM4_HARD,5.0,-0.09,-0.55
STU_081,12137,COURSE_SEM4_EASY,10.0,-0.09,0.06
STU_082,11521,COURSE_SEM1_MEDIUM,0.0,-0.07,-0.15
STU_082,11521,COURSE_SEM2_MEDIUM,3.5,-0.07,-0.09
STU_082,11521,COURSE_SEM2_HARD,0.0,-0.07,-0.29
STU_082,11521,COURSE_SEM2_EASY,10.0,-0.07,0.26
STU_082,11521,COURSE_SEM4_HARD,3.5,-0.07,-0.53
STU_082,11521,COURSE_SEM4_EASY,1.0,-0.07,0.08
STU_083,13671,COURSE_SEM1_MEDIUM,4.5,0.07,-0.01
STU_083,13671,COURSE_SEM2_MEDIUM,1.5,0.07,0.05
STU_083,13671,COURSE_SEM2_HARD,10.0,0.07,0.13
STU_083,13671,COURSE_SEM2_EASY,8.5,0.07,0.4
STU_083,13671,COURSE_SEM4_HARD,6.0,0.07,0.15
STU_083,13671,COURSE_SEM4_EASY,10.0,0.07,0.22
STU_084,12137,COURSE_SEM1_MEDIUM,7.0,0.07,-0.01
STU_084,12137,COURSE_SEM2_MEDIUM,1.0,0.07,0.05
STU_084,12137,COURSE_SEM2_HARD,0.0,0.07,-0.15
STU_084,12137,COURSE_SEM2_EASY,10.0,0.07,0.4
STU_084,12137,COURSE_SEM4_HARD,5.5,0.07,0.15
STU_084,12137,COURSE_SEM4_EASY,8.0,0.07,0.22
STU_085,11633,COURSE_SEM1_MEDIUM,9.0,0.02,-0.06
STU_085,11633,COURSE_SEM2_MEDIUM,10.0,0.02,-0.0
STU_085,11633,COURSE_SEM2_HARD,8.5,0.02,-0.2
STU_085,11633,COURSE_SEM2_EASY,6.5,0.02,0.35
STU_085,11633,COURSE_SEM4_HARD,0.0,0.02,-0.44
STU_085,11633,COURSE_SEM4_EASY,10.0,0.02,0.17
STU_086,10440,COURSE_SEM1_MEDIUM,3.0,0.01,-0.07
STU_086,10440,COURSE_SEM2_MEDIUM,10.0,0.01,-0.01
STU_086,10440,COURSE_SEM2_HARD,0.5,0.01,-0.21
STU_086,10440,COURSE_SEM2_EASY,10.0,0.01,0.34
STU_086,10440,COURSE_SEM4_HARD,1.0,0.01,-0.45
STU_086,10440,COURSE_SEM4_EASY,1.0,0.01,0.16
STU_087,10431,COURSE_SEM1_MEDIUM,10.0,-0.01,-0.09
STU_087,10431,COURSE_SEM2_MEDIUM,10.0,-0.01,-0.03
STU_087,10431,COURSE_SEM2_HARD,7.0,-0.01,0.05
STU_087,10431,COURSE_SEM2_EASY,6.5,-0.01,0.32
STU_087,10431,COURSE_SEM4_HARD,2.0,-0.01,-0.47
STU_087,10431,COURSE_SEM4_EASY,10.0,-0.01,0.14
STU_088,18534,COURSE_SEM1_MEDIUM,6.5,0.09,0.01
STU_088,18534,COURSE_SEM2_MEDIUM,3.0,0.09,0.07
STU_088,18534,COURSE_SEM2_HARD,10.0,0.09,-0.13
STU_088,18534,COURSE_SEM2_EASY,10.0,0.09,0.42
STU_088,18534,COURSE_SEM4_HARD,0.0,0.09,-0.37
STU_088,18534,COURSE_SEM4_EASY,5.5,0.09,0.24
STU_089,13122,COURSE_SEM1_MEDIUM,2.0,0.09,0.01
STU_089,13122,COURSE_SEM2_MEDIUM,9.0,0.09,0.07
STU_089,13122,COURSE_SEM2_HARD,10.0,0.09,0.15
STU_089,13122,COURSE_SEM2_EASY,10.0,0.09,0.42
STU_089,13122,COURSE_SEM4_HARD,8.5,0.09,-0.37
STU_089,13122,COURSE_SEM4_EASY,8.0,0.09,0.24
STU_090,10438,COURSE_SEM1_MEDIUM,0.5,-0.0,-0.08
STU_090,10438,COURSE_SEM2_MEDIUM,5.0,-0.0,-0.02
STU_090,10438,COURSE_SEM2_HARD,10.0,-0.0,-0.22
STU_090,10438,COURSE_SEM2_EASY,10.0,-0.0,0.33
STU_090,10438,COURSE_SEM4_HARD,3.0,-0.0,-0.46
STU_090,10438,COURSE_SEM4_EASY,10.0,-0.0,0.15
STU_091,11363,COURSE_SEM1_MEDIUM,3.5,0.01,-0.07
STU_091,11363,COURSE_SEM2_MEDIUM,8.5,0.01,-0.01
STU_091,11363,COURSE_SEM2_HARD,9.0,0.01,0.07
STU_091,11363,COURSE_SEM2_EASY,10.0,0.01,0.34
STU_091,11363,COURSE_SEM4_HARD,3.0,0.01,-0.45
STU_091,11363,COURSE_SEM4_EASY,7.0,0.01,0.16
STU_092,18532,COURSE_SEM1_MEDIUM,2.0,-0.01,-0.09
STU_092,18532,COURSE_SEM2_MEDIUM,6.5,-0.01,-0.03
STU_092,18532,COURSE_SEM2_HARD,2.0,-0.01,-0.23
STU_092,18532,COURSE_SEM2_EASY,6.5,-0.01,0.32
STU_092,18532,COURSE_SEM4_HARD,1.0,-0.01,-0.47
STU_092,18532,COURSE_SEM4_EASY,9.5,-0.01,0.14
STU_093,16561,COURSE_SEM1_MEDIUM,6.5,-0.07,-0.15
STU_093,16561,COURSE_SEM2_MEDIUM,6.0,-0.07,-0.09
STU_093,16561,COURSE_SEM2_HARD,0.5,-0.07,-0.29
STU_093,16561,COURSE_SEM2_EASY,10.0,-0.07,0.26
STU_093,16561,COURSE_SEM4_HARD,1.0,-0.07,-0.53
STU_093,16561,COURSE_SEM4_EASY,10.0,-0.07,0.08
STU_094,17237,COURSE_SEM1_MEDIUM,10.0,-0.01,-0.09
STU_094,17237,COURSE_SEM2_MEDIUM,3.5,-0.01,-0.03
STU_094,17237,COURSE_SEM2_HARD,3.5,-0.01,0.05
STU_094,17237,COURSE_SEM2_EASY,10.0,-0.01,0.32
STU_094,17237,COURSE_SEM4_HARD,0.0,-0.01,-0.47
STU_094,17237,COURSE_SEM4_EASY,10.0,-0.01,0.14
STU_095,16452,COURSE_SEM1_MEDIUM,5.0,-0.02,-0.1
STU_095,16452,COURSE_SEM2_MEDIUM,3.0,-0.02,-0.04
STU_095,16452,COURSE_SEM2_HARD,6.5,-0.02,-0.24
STU_095,16452,COURSE_SEM2_EASY,5.5,-0.02,0.31
STU_095,16452,COURSE_SEM4_HARD,2.0,-0.02,-0.48
STU_095,16452,COURSE_SEM4_EASY,5.0,-0.02,0.13
STU_096,16341,COURSE_SEM1_MEDIUM,8.0,0.07,-0.01
STU_096,16341,COURSE_SEM2_MEDIUM,1.5,0.07,0.05
STU_096,16341,COURSE_SEM2_HARD,8.0,0.07,0.13
STU_096,16341,COURSE_SEM2_EASY,10.0,0.07,0.4
STU_096,16341,COURSE_SEM4_HARD,1.5,0.07,0.15
STU_096,16341,COURSE_SEM4_EASY,8.0,0.07,0.22
STU_097,18532,COURSE_SEM1_MEDIUM,1.5,0.0,-0.08
STU_097,18532,COURSE_SEM2_MEDIUM,10.0,0.0,-0.02
STU_097,18532,COURSE_SEM2_HARD,0.0,0.0,-0.22
STU_097,18532,COURSE_SEM2_EASY,10.0,0.0,0.33
STU_097,18532,COURSE_SEM4_HARD,0.0,0.0,-0.46
STU_097,18532,COURSE_SEM4_EASY,3.5,0.0,0.15
STU_098,15780,COURSE_SEM1_MEDIUM,8.5,0.06,-0.02
STU_098,15780,COURSE_SEM2_MEDIUM,7.5,0.06,0.04
STU_098,15780,COURSE_SEM2_HARD,0.0,0.06,-0.16
STU_098,15780,COURSE_SEM2_EASY,10.0,0.06,0.39
STU_098,15780,COURSE_SEM4_HARD,1.5,0.06,0.14
STU_098,15780,COURSE_SEM4_EASY,10.0,0.06,0.21
STU_099,13231,COURSE_SEM1_MEDIUM,2.0,0.06,-0.02
STU_099,13231,COURSE_SEM2_MEDIUM,6.5,0.06,0.04
STU_099,13231,COURSE_SEM2_HARD,3.0,0.06,-0.16
STU_099,13231,COURSE_SEM2_EASY,10.0,0.06,0.39
STU_099,13231,COURSE_SEM4_HARD,8.5,0.06,0.14
STU_099,13231,COURSE_SEM4_EASY,8.0,0.06,0.21
STU_100,18543,COURSE_SEM1_MEDIUM,5.0,-0.09,-0.17
STU_100,18543,COURSE_SEM2_MEDIUM,2.5,-0.09,-0.11
STU_100,18543,COURSE_SEM2_HARD,3.5,-0.09,-0.31
STU_100,18543,COURSE_SEM2_EASY,10.0,-0.09,0.24
STU_100,18543,COURSE_SEM4_HARD,1.0,-0.09,-0.55
STU_100,18543,COURSE_SEM4_EASY,6.0,-0.09,0.06
STU_101,17122,COURSE_SEM1_MEDIUM,8.0,0.09,0.01
STU_101,17122,COURSE_SEM2_MEDIUM,7.5,0.09,0.07
STU_101,17122,COURSE_SEM2_HARD,8.5,0.09,0.15
STU_101,17122,COURSE_SEM2_EASY,10.0,0.09,0.42
STU_101,17122,COURSE_SEM4_HARD,9.0,0.09,0.17
STU_101,17122,COURSE_SEM4_EASY,10.0,0.09,0.24
STU_102,14576,COURSE_SEM1_MEDIUM,4.0,0.02,-0.06
STU_102,14576,COURSE_SEM2_MEDIUM,8.5,0.02,-0.0
STU_102,14576,COURSE_SEM2_HARD,5.0,0.02,-0.2
STU_102,14576,COURSE_SEM2_EASY,10.0,0.02,0.35
STU_102,14576,COURSE_SEM4_HARD,0.5,0.02,-0.44
STU_102,14576,COURSE_SEM4_EASY,10.0,0.02,0.17
STU_103,18233,COURSE_SEM1_MEDIUM,9.0,0.01,-0.07
STU_103,18233,COURSE_SEM2_MEDIUM,8.0,0.01,-0.01
STU_103,18233,COURSE_SEM2_HARD,4.0,0.01,0.07
STU_103,18233,COURSE_SEM2_EASY,10.0,0.01,0.34
STU_103,18233,COURSE_SEM4_HARD,10.0,0.01,0.09
STU_103,18233,COURSE_SEM4_EASY,5.5,0.01,0.16
STU_104,14564,COURSE_SEM1_MEDIUM,5.0,0.09,0.01
STU_104,14564,COURSE_SEM2_MEDIUM,8.0,0.09,0.07
STU_104,14564,COURSE_SEM2_HARD,10.0,0.09,0.15
STU_104,14564,COURSE_SEM2_EASY,10.0,0.09,0.42
STU_104,14564,COURSE_SEM4_HARD,1.0,0.09,-0.37
STU_104,14564,COURSE_SEM4_EASY,9.5,0.09,0.24
STU_105,19017,COURSE_SEM1_MEDIUM,2.0,-0.0,-0.08
STU_105,19017,COURSE_SEM2_MEDIUM,3.0,-0.0,-0.02
STU_105,19017,COURSE_SEM2_HARD,7.0,-0.0,0.06
STU_105,19017,COURSE_SEM2_EASY,9.0,-0.0,0.33
STU_105,19017,COURSE_SEM4_HARD,1.5,-0.0,-0.46
STU_105,19017,COURSE_SEM4_EASY,7.0,-0.0,0.15
STU_106,10671,COURSE_SEM1_MEDIUM,0.0,-0.07,-0.15
STU_106,10671,COURSE_SEM2_MEDIUM,5.5,-0.07,-0.09
STU_106,10671,COURSE_SEM2_HARD,7.5,-0.07,-0.29
STU_106,10671,COURSE_SEM2_EASY,8.0,-0.07,0.26
STU_106,10671,COURSE_SEM4_HARD,1.0,-0.07,-0.53
STU_106,10671,COURSE_SEM4_EASY,10.0,-0.07,0.08
STU_107,10441,COURSE_SEM1_MEDIUM,7.0,-0.06,-0.14
STU_107,10441,COURSE_SEM2_MEDIUM,5.0,-0.06,-0.08
STU_107,10441,COURSE_SEM2_HARD,8.5,-0.06,-0.28
STU_107,10441,COURSE_SEM2_EASY,8.5,-0.06,0.27
STU_107,10441,COURSE_SEM4_HARD,0.0,-0.06,-0.52
STU_107,10441,COURSE_SEM4_EASY,7.0,-0.06,0.09
STU_108,15354,COURSE_SEM1_MEDIUM,5.0,-0.07,-0.15
STU_108,15354,COURSE_SEM2_MEDIUM,0.5,-0.07,-0.09
STU_108,15354,COURSE_SEM2_HARD,1.5,-0.07,-0.29
STU_108,15354,COURSE_SEM2_EASY,5.5,-0.07,0.26
STU_108,15354,COURSE_SEM4_HARD,2.0,-0.07,-0.53
STU_108,15354,COURSE_SEM4_EASY,6.0,-0.07,0.08
STU_109,18452,COURSE_SEM1_MEDIUM,7.0,0.08,0.0
STU_109,18452,COURSE_SEM2_MEDIUM,10.0,0.08,0.06
STU_109,18452,COURSE_SEM2_HARD,1.0,0.08,-0.14
STU_109,18452,COURSE_SEM2_EASY,8.0,0.08,0.41
STU_109,18452,COURSE_SEM4_HARD,10.0,0.08,-0.38
STU_109,18452,COURSE_SEM4_EASY,3.0,0.08,0.23
STU_110,10559,COURSE_SEM1_MEDIUM,0.0,-0.07,-0.15
STU_110,10559,COURSE_SEM2_MEDIUM,4.0,-0.07,-0.09
STU_110,10559,COURSE_SEM2_HARD,1.0,-0.07,-0.29
STU_110,10559,COURSE_SEM2_EASY,7.0,-0.07,0.26
STU_110,10559,COURSE_SEM4_HARD,4.0,-0.07,-0.53
STU_110,10559,COURSE_SEM4_EASY,8.0,-0.07,0.08
STU_111,19010,COURSE_SEM1_MEDIUM,3.5,-0.08,-0.16
STU_111,19010,COURSE_SEM2_MEDIUM,0.0,-0.08,-0.1
STU_111,19010,COURSE_SEM2_HARD,7.0,-0.08,-0.3
STU_111,19010,COURSE_SEM2_EASY,9.5,-0.08,0.25
STU_111,19010,COURSE_SEM4_HARD,0.0,-0.08,-0.54
STU_111,19010,COURSE_SEM4_EASY,7.5,-0.08,0.07
STU_112,19400,COURSE_SEM1_MEDIUM,5.0,0.01,-0.07
STU_112,19400,COURSE_SEM2_MEDIUM,10.0,0.01,-0.01
STU_112,19400,COURSE_SEM2_HARD,0.0,0.01,-0.21
STU_112,19400,COURSE_SEM2_EASY,10.0,0.01,0.34
STU_112,19400,COURSE_SEM4_HARD,1.0,0.01,-0.45
STU_112,19400,COURSE_SEM4_EASY,10.0,0.01,0.16
STU_113,13351,COURSE_SEM1_MEDIUM,9.0,0.0,-0.08
STU_113,13351,COURSE_SEM2_MEDIUM,6.0,0.0,-0.02
STU_113,13351,COURSE_SEM2_HARD,3.5,0.0,-0.22
STU_113,13351,COURSE_SEM2_EASY,5.0,0.0,0.33
STU_113,13351,COURSE_SEM4_HARD,0.0,0.0,-0.46
STU_113,13351,COURSE_SEM4_EASY,8.5,0.0,0.15
STU_114,18346,COURSE_SEM1_MEDIUM,5.0,-0.01,-0.09
STU_114,18346,COURSE_SEM2_MEDIUM,0.0,-0.01,-0.03
STU_114,18346,COURSE_SEM2_HARD,0.0,-0.01,0.05
STU_114,18346,COURSE_SEM2_EASY,5.0,-0.01,0.32
STU_114,18346,COURSE_SEM4_HARD,3.5,-0.01,-0.47
STU_114,18346,COURSE_SEM4_EASY,5.0,-0.01,0.14
STU_115,15451,COURSE_SEM1_MEDIUM,5.5,-0.01,-0.09
STU_115,15451,COURSE_SEM2_MEDIUM,10.0,-0.01,-0.03
STU_115,15451,COURSE_SEM2_HARD,3.5,-0.01,-0.23
STU_115,15451,COURSE_SEM2_EASY,10.0,-0.01,0.32
STU_115,15451,COURSE_SEM4_HARD,10.0,-0.01,0.07
STU_115,15451,COURSE_SEM4_EASY,1.0,-0.01,0.14
STU_116,17778,COURSE_SEM1_MEDIUM,5.5,-0.01,-0.09
STU_116,17778,COURSE_SEM2_MEDIUM,1.0,-0.01,-0.03
STU_116,17778,COURSE_SEM2_HARD,5.0,-0.01,0.05
STU_116,17778,COURSE_SEM2_EASY,10.0,-0.01,0.32
STU_116,17778,COURSE_SEM4_HARD,2.0,-0.01,-0.47
STU_116,17778,COURSE_SEM4_EASY,10.0,-0.01,0.14
STU_117,11471,COURSE_SEM1_MEDIUM,8.0,0.01,-0.07
STU_117,11471,COURSE_SEM2_MEDIUM,6.5,0.01,-0.01
STU_117,11471,COURSE_SEM2_HARD,10.0,0.01,0.07
STU_117,11471,COURSE_SEM2_EASY,10.0,0.01,0.34
STU_117,11471,COURSE_SEM4_HARD,1.5,0.01,-0.45
STU_117,11471,COURSE_SEM4_EASY,10.0,0.01,0.16
STU_118,18454,COURSE_SEM1_MEDIUM,1.0,-0.1,-0.18
STU_118,18454,COURSE_SEM2_MEDIUM,5.0,-0.1,-0.12
STU_118,18454,COURSE_SEM2_HARD,3.0,-0.1,-0.32
STU_118,18454,COURSE_SEM2_EASY,10.0,-0.1,0.23
STU_118,18454,COURSE_SEM4_HARD,0.0,-0.1,-0.56
STU_118,18454,COURSE_SEM4_EASY,10.0,-0.1,0.05
STU_119,11635,COURSE_SEM1_MEDIUM,1.0,0.07,-0.01
STU_119,11635,COURSE_SEM2_MEDIUM,5.0,0.07,0.05
STU_119,11635,COURSE_SEM2_HARD,5.0,0.07,-0.15
STU_119,11635,COURSE_SEM2_EASY,6.0,0.07,0.4
STU_119,11635,COURSE_SEM4_HARD,10.0,0.07,0.15
STU_119,11635,COURSE_SEM4_EASY,10.0,0.07,0.22
STU_120,12243,COURSE_SEM1_MEDIUM,5.0,0.01,-0.07
STU_120,12243,COURSE_SEM2_MEDIUM,0.5,0.01,-0.01
STU_120,12243,COURSE_SEM2_HARD,1.5,0.01,-0.21
STU_120,12243,COURSE_SEM2_EASY,10.0,0.01,0.34
STU_120,12243,COURSE_SEM4_HARD,5.5,0.01,-0.45
STU_120,12243,COURSE_SEM4_EASY,6.0,0.01,0.16
STU_121,11852,COURSE_SEM1_MEDIUM,9.0,0.09,0.01
STU_121,11852,COURSE_SEM2_MEDIUM,4.5,0.09,0.07
STU_121,11852,COURSE_SEM2_HARD,10.0,0.09,0.15
STU_121,11852,COURSE_SEM2_EASY,5.0,0.09,0.42
STU_121,11852,COURSE_SEM4_HARD,10.0,0.09,0.17
STU_121,11852,COURSE_SEM4_EASY,10.0,0.09,0.24
STU_122,16231,COURSE_SEM1_MEDIUM,4.5,-0.01,-0.09
STU_122,16231,COURSE_SEM2_MEDIUM,8.0,-0.01,-0.03
STU_122,16231,COURSE_SEM2_HARD,9.0,-0.01,0.05
STU_122,16231,COURSE_SEM2_EASY,10.0,-0.01,0.32
STU_122,16231,COURSE_SEM4_HARD,1.0,-0.01,-0.47
STU_122,16231,COURSE_SEM4_EASY,7.0,-0.01,0.14
STU_123,10431,COURSE_SEM1_MEDIUM,1.0,0.07,-0.01
STU_123,10431,COURSE_SEM2_MEDIUM,5.5,0.07,0.05
STU_123,10431,COURSE_SEM2_HARD,4.0,0.07,0.13
STU_123,10431,COURSE_SEM2_EASY,10.0,0.07,0.4
STU_123,10431,COURSE_SEM4_HARD,1.0,0.07,-0.39
STU_123,10431,COURSE_SEM4_EASY,9.0,0.07,0.22
STU_124,12244,COURSE_SEM1_MEDIUM,2.0,-0.0,-0.08
STU_124,12244,COURSE_SEM2_MEDIUM,2.0,-0.0,-0.02
STU_124,12244,COURSE_SEM2_HARD,5.0,-0.0,-0.22
STU_124,12244,COURSE_SEM2_EASY,9.5,-0.0,0.33
STU_124,12244,COURSE_SEM4_HARD,1.0,-0.0,-0.46
STU_124,12244,COURSE_SEM4_EASY,2.0,-0.0,0.15
STU_125,16232,COURSE_SEM1_MEDIUM,1.0,-0.09,-0.17
STU_125,16232,COURSE_SEM2_MEDIUM,10.0,-0.09,-0.11
STU_125,16232,COURSE_SEM2_HARD,8.0,-0.09,-0.31
STU_125,16232,COURSE_SEM2_EASY,4.5,-0.09,0.24
STU_125,16232,COURSE_SEM4_HARD,0.5,-0.09,-0.55
STU_125,16232,COURSE_SEM4_EASY,2.5,-0.09,0.06
STU_126,19012,COURSE_SEM1_MEDIUM,1.0,0.02,-0.06
STU_126,19012,COURSE_SEM2_MEDIUM,10.0,0.02,-0.0
STU_126,19012,COURSE_SEM2_HARD,2.0,0.02,-0.2
STU_126,19012,COURSE_SEM2_EASY,10.0,0.02,0.35
STU_126,19012,COURSE_SEM4_HARD,1.0,0.02,-0.44
STU_126,19012,COURSE_SEM4_EASY,8.0,0.02,0.17
STU_127,15122,COURSE_SEM1_MEDIUM,3.0,-0.01,-0.09
STU_127,15122,COURSE_SEM2_MEDIUM,5.0,-0.01,-0.03
STU_127,15122,COURSE_SEM2_HARD,0.0,-0.01,0.05
STU_127,15122,COURSE_SEM2_EASY,9.5,-0.01,0.32
STU_127,15122,COURSE_SEM4_HARD,1.0,-0.01,-0.47
STU_127,15122,COURSE_SEM4_EASY,10.0,-0.01,0.14
STU_128,10673,COURSE_SEM1_MEDIUM,9.5,-0.01,-0.09
STU_128,10673,COURSE_SEM2_MEDIUM,3.0,-0.01,-0.03
STU_128,10673,COURSE_SEM2_HARD,1.0,-0.01,-0.23
STU_128,10673,COURSE_SEM2_EASY,8.0,-0.01,0.32
STU_128,10673,COURSE_SEM4_HARD,10.0,-0.01,-0.47
STU_128,10673,COURSE_SEM4_EASY,10.0,-0.01,0.14
STU_129,10560,COURSE_SEM1_MEDIUM,2.0,0.06,-0.02
STU_129,10560,COURSE_SEM2_MEDIUM,1.5,0.06,0.04
STU_129,10560,COURSE_SEM2_HARD,0.0,0.06,-0.16
STU_129,10560,COURSE_SEM2_EASY,10.0,0.06,0.39
STU_129,10560,COURSE_SEM4_HARD,9.5,0.06,0.14
STU_129,10560,COURSE_SEM4_EASY,10.0,0.06,0.21
